# The three INPUTS of StrongRowView.gatedRate and the OUTPUT it produced, one
# line per recorded second, for three rows written by this app. Read by
# scripts/lock_snap_replay.py; every figure #193 and its pull request quote is
# derived from this file.
#
# FORMAT
#   ROW <key> <label>                       starts a row
#   REC <rate_raw> <lock_rate> <rate_base> <row_stroke_rate>
#                                           one recorded second, in timestamp
#                                           order, all four in spm
#   Lines beginning with # and blank lines are ignored.
#
# WHY FOUR COLUMNS ON ONE LINE, when scripts/fixtures/cue_work_laps.txt holds
# one series and its companion holds the other. gatedRate's ARGUMENT LIST is
# the tuple (median rate, lock period, established rate): the three are read in
# the same call, and a replay that paired a median with a lock from a different
# second would be replaying a machine that never ran. Here alignment is
# intrinsic to the line rather than checked across files. `row_stroke_rate` is
# the fourth column because it is what the call RETURNED -- it is the target
# the transcription is proved against, not a fifth input.
#
# The scoring selectors that gatedRate never sees -- step_type and
# enhanced_speed -- are NOT here. They are in the companion,
# scripts/fixtures/lock_snap_context.txt, for the reason lock_guard_speed.txt
# states for itself: a series the decision never reads must not be able to move
# a figure the decision produces.
#
# PROVENANCE, so this is reproducible from the originals with any FIT decoder:
#   source files   i183553852.fit, i178249719.fit, i174014735.fit
#   values         the developer fields of record messages (FIT global message
#                  20), in timestamp order, no lap filtering of any kind:
#                    rate_raw         developer field id 23
#                    lock_rate        developer field id 20
#                    rate_base        developer field id 24
#                    row_stroke_rate  developer field id 0
#   selection      a record is written here only if it carries ALL FOUR. That
#                  drops 1 record of i178249719's 3003 and none of the other
#                  two rows'.
#   lock period    lock_rate is the RATE. gatedRate takes a PERIOD, so the
#                  replay passes 60/lock_rate and 0.0 for no lock -- the same
#                  inverse StrongRowView.lockRateOf applies on the way out.
#   precision      float32 in the file, written here to 6 decimal places with
#                  trailing zeros stripped. Measured, not assumed: at 6 dp no
#                  record's branch decision or output moves under the shipped
#                  rule or under the guard at any tolerance in 0.07-0.15; at
#                  5 dp and at 4 dp, two records of i183553852 flip branch.
#
# ABSENCE. No record written here is MISSING any of the four columns -- that is
# what the selection rule above guarantees -- so this file needs no absence
# marker, which is stated rather than left to be noticed. A 0 is never absence
# here either; each column has its own in-band meaning for it, and they are not
# the same meaning:
#   rate_raw         0 is "the stroke ring has timed out or nothing has been
#                    measured". It is not a 0 spm cadence.
#   lock_rate        0 is LOCK_RATE_NONE, the app's NO-LOCK sentinel. A real
#                    lock is a rate in [MIN_RATE, MAX_RATE] = [6, 40], so 0 is
#                    out of band by construction (updateAutocorr searches only
#                    lags in [60/MAX_RATE, 60/MIN_RATE]).
#   rate_base        0 is RATE_BASE_NONE, "no established rate yet".
#   row_stroke_rate  0 is the app's NO-DATA sentinel: outputRate() returns 0.0
#                    when nothing has been measured and drawRate renders it
#                    "--.-". The same convention cue_work_laps.txt states.
#
# CROSS-CHECKS a reader can run against the originals, all pinned by
# scripts/test_lock_snap_replay.py:
#   records written           i183553852 3385, i178249719 3002, i174014735 2276
#   the shipped gatedRate replayed from columns 1-3 reproduces column 4 on
#                             3382/3385, 2997/3002 and 2274/2276 records
#   snaps fired (the shipped rule substituting the lock)
#                             643, 356 and 175
#   i183553852 record 2489    rate_raw 18.518518, lock_rate 6.383, output 6.383
#   i183553852 record 2503    rate_raw 10.416667, lock_rate 33.333, output
#                             33.333
#
# THE TEN RECORDS THAT DO NOT REPRODUCE ARE AN UNEXPLAINED RESIDUAL (#194),
# recorded here rather than attributed. Three of them -- i183553852 1490 and
# 3340, i178249719 2941 -- are reproduced exactly by the shipped gatedRate
# evaluated with the NEXT record's lock_rate, i.e. the recorded output is one
# lock update ahead of the recorded lock. The obvious mechanism is RULED OUT at
# source: onTick writes row_stroke_rate at source/StrongRowView.mc:1982 and the
# diagnostics at :2163-2191, both inside the one `if (mStarted && !mPaused)`
# block that opens at :1981 and closes at :2380 (verified at d2cd8a6), and
# nothing between them touches mRate or mAcPeriod. Nothing in this repository
# decodes a file this app wrote, so the cause is not answerable from here.
# scripts/lock_snap_replay.py `reproduce` prints the residual list rather than
# rounding it away, and every figure taken from this fixture is computed from
# the REPLAYED series so the residual cannot contaminate a before/after pair.
ROW i183553852 8x3' strength-endurance, the row #193 was reported from
REC 19.230799 17.923201 18.248455 19.230799
REC 20 18.245014 18.68634 20
REC 20 18.245014 18.68634 20
REC 20 18.245014 18.68634 20
REC 20 18.908705 18.68634 20
REC 20 18.908705 18.68634 20
REC 20 18.844902 19.014755 20
REC 20 18.844902 19.014755 20
REC 19.230799 18.806828 19.068766 19.230799
REC 19.230799 18.806828 19.068766 19.230799
REC 19.230799 18.325096 19.068766 19.230799
REC 19.230799 18.325096 19.068766 19.230799
REC 19.230799 17.623636 19.068766 19.230799
REC 19.230799 17.623636 19.068766 19.230799
REC 18.072248 16.841106 18.819637 18.072248
REC 18.072248 16.841106 18.819637 18.072248
REC 18.072248 16.404079 18.819637 18.072248
REC 18.072248 16.404079 18.819637 18.072248
REC 17.646933 16.152584 18.526461 17.646933
REC 17.646933 16.152584 18.526461 17.646933
REC 17.646933 16.354364 18.526461 17.646933
REC 17.442003 16.354364 18.255346 17.442003
REC 17.442003 16.477871 18.255346 17.442003
REC 17.442003 16.477871 18.255346 17.442003
REC 17.442003 16.926449 18.255346 17.442003
REC 17.442003 16.926449 18.05201 17.442003
REC 17.442003 16.821569 18.05201 17.442003
REC 17.442003 16.821569 18.05201 17.442003
REC 17.442003 17.142321 17.899508 17.442003
REC 17.442003 17.142321 17.899508 17.442003
REC 17.442003 17.340712 17.899508 17.442003
REC 17.646933 17.340712 17.836365 17.646933
REC 17.646933 17.461966 17.836365 17.646933
REC 17.646933 17.461966 17.836365 17.646933
REC 17.647091 17.535536 17.789047 17.647091
REC 17.647091 17.535536 17.789047 17.647091
REC 17.647091 17.579975 17.789047 17.647091
REC 17.647091 17.579975 17.789047 17.647091
REC 17.647091 17.606747 17.753559 17.647091
REC 17.647091 17.606747 17.753559 17.647091
REC 17.647091 17.62285 17.753559 17.647091
REC 17.647091 17.62285 17.726942 17.647091
REC 17.647091 17.632524 17.726942 17.647091
REC 17.647091 17.632524 17.726942 17.647091
REC 17.647091 17.638336 17.726942 17.647091
REC 17.647091 17.638336 17.70698 17.647091
REC 17.647091 17.641825 17.70698 17.647091
REC 17.647091 17.641825 17.70698 17.647091
REC 17.647091 17.643919 17.692007 17.647091
REC 17.647091 17.643919 17.692007 17.647091
REC 17.647091 17.645176 17.692007 17.647091
REC 17.647091 17.645176 17.692007 17.647091
REC 17.647091 17.645929 17.680779 17.647091
REC 17.647091 17.645929 17.680779 17.647091
REC 17.647091 17.646381 17.680779 17.647091
REC 17.647091 17.646381 17.672356 17.647091
REC 17.647091 17.646652 17.672356 17.647091
REC 17.647091 17.646652 17.672356 17.647091
REC 17.647091 17.646816 17.672356 17.647091
REC 17.647091 17.646816 17.666039 17.647091
REC 17.647091 17.646914 17.666039 17.647091
REC 17.647091 17.646914 17.666039 17.647091
REC 17.647091 17.646973 17.661301 17.647091
REC 17.647091 17.646973 17.661301 17.647091
REC 17.647091 17.647007 17.661301 17.647091
REC 17.647091 17.647007 17.661301 17.647091
REC 17.647091 17.647028 17.657749 17.647091
REC 17.647091 17.647028 17.657749 17.647091
REC 17.647091 17.647039 17.657749 17.647091
REC 17.857058 17.647039 17.707577 17.857058
REC 17.857058 17.647047 17.707577 17.857058
REC 17.857058 17.647047 17.707577 17.857058
REC 17.857058 17.647053 17.707577 17.857058
REC 17.241325 17.647053 17.591015 17.241325
REC 17.241325 17.241375 17.591015 17.241325
REC 17.241325 17.241375 17.591015 17.241325
REC 17.241325 17.006802 17.591015 17.241325
REC 16.12916 17.006802 17.225552 16.12916
REC 16.12916 16.49802 17.225552 16.12916
REC 16.12916 16.49802 17.225552 16.12916
REC 16.12916 16.207106 17.225552 16.12916
REC 16.12916 16.207106 16.951454 16.12916
REC 16.12916 16.03743 16.951454 16.12916
REC 16.12916 16.03743 16.951454 16.12916
REC 16.12916 15.937319 16.951454 16.12916
REC 15.30607 15.937319 16.540108 15.30607
REC 15.30607 15.548677 16.540108 15.30607
REC 15.30607 15.548677 16.540108 15.30607
REC 15.30607 15.017611 16.540108 15.30607
REC 14.705931 15.017611 16.081564 14.705931
REC 14.705931 14.716033 16.081564 14.705931
REC 14.705931 14.716033 16.081564 14.705931
REC 14.705931 14.540833 16.081564 14.705931
REC 14.705931 14.540833 15.737656 14.705931
REC 14.705931 14.4377 15.737656 14.705931
REC 14.705931 14.4377 15.737656 14.705931
REC 14.705931 14.376519 15.479725 14.705931
REC 14.705931 14.376519 15.479725 14.705931
REC 14.705931 14.340059 15.479725 14.705931
REC 14.705931 14.340059 15.479725 14.705931
REC 14.705931 14.318273 15.286276 14.705931
REC 14.705931 14.318273 15.286276 14.705931
REC 14.705931 15.813319 15.286276 14.705931
REC 17.857058 15.813319 15.928971 17.857058
REC 17.857058 16.870226 15.928971 17.857058
REC 17.857058 16.870226 15.928971 17.857058
REC 17.857058 17.575018 15.928971 17.857058
REC 17.857058 17.575018 16.410994 17.857058
REC 17.857058 18.026886 16.410994 17.857058
REC 17.857058 18.026886 16.410994 17.857058
REC 17.857058 18.309334 16.410994 17.857058
REC 17.857058 18.309334 16.772511 17.857058
REC 17.857058 18.309334 16.772511 17.857058
REC 17.857058 18.309334 16.772511 17.857058
REC 17.857058 16.824583 16.772511 17.857058
REC 15.625015 16.824583 16.485638 15.625015
REC 15.625015 16.043957 16.485638 15.625015
REC 15.625015 16.043957 16.485638 15.625015
REC 15.625015 16.043957 16.485638 15.625015
REC 15.30607 15.609408 16.190746 15.30607
REC 15.30607 15.609408 16.190746 15.30607
REC 15.30607 15.359798 16.190746 15.30607
REC 15.30607 15.359798 16.190746 15.30607
REC 15.30607 15.213828 15.969578 15.30607
REC 15.30607 15.213828 15.969578 15.30607
REC 15.30607 15.127569 15.969578 15.30607
REC 15.30607 15.127569 15.969578 15.30607
REC 15.30607 15.385558 15.969578 15.30607
REC 15.30607 15.385558 15.969578 15.30607
REC 15.30607 15.54462 15.803701 15.30607
REC 15.30607 15.54462 15.803701 15.30607
REC 15.625015 15.322094 15.759029 15.625015
REC 15.625015 15.322094 15.759029 15.625015
REC 15.625015 15.322094 15.759029 15.625015
REC 15.625015 15.322094 15.759029 15.625015
REC 15.625015 15.322094 15.759029 15.625015
REC 15.625015 15.322094 15.759029 15.625015
REC 15.625015 0 15.759029 15.625015
REC 15.625015 0 15.759029 15.625015
REC 0 0 0 0
REC 8.287304 0 8.287304 8.287304
REC 8.287304 0 8.287304 8.287304
REC 8.287304 0 8.287304 8.287304
REC 8.287304 0 8.287304 8.287304
REC 8.287304 0 8.287304 8.287304
REC 8.287304 37.500004 8.287304 37.500004
REC 8.287304 37.500004 8.287304 37.500004
REC 8.287304 34.090912 8.287304 34.090912
REC 8.287304 34.090912 8.287304 34.090912
REC 8.287304 15.000001 8.287304 15.000001
REC 8.287304 15.000001 8.287304 15.000001
REC 8.287304 8.333334 8.287304 8.287304
REC 0 8.333334 0 0
REC 0 8.333334 0 0
REC 0 8.333334 0 0
REC 0 8.333334 0 0
REC 0 8.333334 0 0
REC 0 8.333334 0 0
REC 0 8.333334 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 17.64706 0 0
REC 0 17.64706 0 0
REC 0 11.538462 0 0
REC 0 11.538462 0 0
REC 0 7.5 0 0
REC 0 7.5 0 0
REC 0 6.818182 0 0
REC 0 6.818182 0 0
REC 0 6.578948 0 0
REC 0 6.578948 0 0
REC 0 6.443299 0 0
REC 0 6.443299 0 0
REC 0 33.333336 0 0
REC 0 33.333336 0 0
REC 0 33.333336 0 0
REC 0 33.333336 0 0
REC 0 33.333336 0 0
REC 0 33.333336 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 30.000002 0 0
REC 0 30.000002 0 0
REC 0 30.000002 0 0
REC 0 30.000002 0 0
REC 0 30.000002 0 0
REC 0 30.000002 0 0
REC 39.473179 0 30.000002 0
REC 39.473179 0 30.000002 0
REC 39.473179 0 30.000002 0
REC 39.473179 0 30.000002 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 0 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 27.27273 0 0
REC 0 27.27273 0 0
REC 0 14.285715 0 0
REC 0 14.285715 0 0
REC 0 9.67742 0 0
REC 0 9.67742 0 0
REC 0 8.571428 0 0
REC 0 8.571428 0 0
REC 0 8.571428 0 0
REC 0 8.571428 0 0
REC 0 23.076923 0 0
REC 0 23.076923 0 0
REC 0 23.076923 0 0
REC 0 23.076923 0 0
REC 0 22.388062 0 0
REC 0 22.388062 0 0
REC 0 22.388062 0 0
REC 0 22.658613 0 0
REC 0 22.658613 0 0
REC 0 22.824102 0 0
REC 0 22.824102 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 0 37.500004 0 0
REC 12.500031 37.500004 37.500004 37.500004
REC 12.500031 37.500004 37.500004 37.500004
REC 17.85714 35.714287 37.500004 35.714287
REC 17.85714 35.714287 37.500004 35.714287
REC 34.482651 36.407768 35.573746 34.482651
REC 34.482651 36.407768 35.573746 34.482651
REC 34.482651 36.836937 35.573746 34.482651
REC 34.482651 36.836937 35.573746 34.482651
REC 31.249781 37.099331 34.492756 31.249781
REC 31.249781 37.099331 34.492756 31.249781
REC 38.461597 37.258568 35.484966 38.461597
REC 38.461597 37.258568 35.484966 38.461597
REC 38.461597 37.258568 36.229126 38.461597
REC 38.461597 37.258568 36.229126 38.461597
REC 38.461597 37.258568 36.229126 38.461597
REC 24.999746 37.258568 36.486488 37.258568
REC 24.999746 0 36.486488 24.999746
REC 23.80934 0 33.3172 23.80934
REC 23.80934 25.000002 33.3172 23.80934
REC 23.80934 25.000002 33.3172 23.80934
REC 23.80934 25.000002 30.940235 23.80934
REC 23.80934 25.000002 30.940235 23.80934
REC 23.80934 25.000002 29.157511 23.80934
REC 23.80934 25.000002 29.157511 23.80934
REC 23.80934 25.000002 29.157511 23.80934
REC 23.80934 25.000002 27.820469 23.80934
REC 23.80934 25.000002 27.820469 23.80934
REC 23.80934 25.000002 27.820469 23.80934
REC 23.077139 24.19355 26.634636 23.077139
REC 23.077139 24.19355 26.634636 23.077139
REC 23.077139 23.734179 26.634636 23.077139
REC 22.059061 23.734179 25.490742 22.059061
REC 22.059061 23.466835 25.490742 22.059061
REC 22.059061 23.466835 25.490742 22.059061
REC 21.739054 22.606705 24.55282 21.739054
REC 21.739054 22.606705 24.55282 21.739054
REC 21.739054 22.120241 24.55282 21.739054
REC 21.428198 22.120241 23.771664 21.428198
REC 21.428198 21.838284 23.771664 21.428198
REC 21.428198 21.838284 23.771664 21.428198
REC 21.428198 21.672535 23.771664 21.428198
REC 20 21.672535 22.828747 20
REC 20 20.40061 22.828747 20
REC 20 20.40061 22.121559 20
REC 20 19.70668 22.121559 20
REC 20 19.70668 21.591169 20
REC 20 18.366644 21.591169 20
REC 20 18.366644 21.591169 20
REC 23.077139 17.646669 21.962662 17.646669
REC 23.077139 17.646669 21.962662 17.646669
REC 23.077139 17.241158 21.962662 17.241158
REC 23.077139 17.241158 20.782286 17.241158
REC 23.077139 17.006674 20.782286 17.006674
REC 23.077139 17.006674 20.782286 17.006674
REC 23.077139 16.869019 19.838383 16.869019
REC 23.077139 16.869019 19.838383 16.869019
REC 23.077139 17.995918 19.838383 23.077139
REC 20.548065 17.995918 20.015804 20.548065
REC 20.548065 18.290154 20.015804 20.548065
REC 20.548065 18.290154 20.015804 20.548065
REC 20.548065 18.027372 20.148869 20.548065
REC 20.548065 18.027372 20.148869 20.548065
REC 20.548065 18.767811 20.148869 20.548065
REC 20 18.767811 20.111652 20
REC 20 18.760683 20.111652 20
REC 20 18.760683 20.111652 20
REC 20 18.756409 20.111652 20
REC 18.29286 18.756409 19.656954 18.29286
REC 18.29286 18.296343 19.656954 18.29286
REC 18.29286 18.296343 19.656954 18.29286
REC 18.29286 18.030979 19.315929 18.29286
REC 18.29286 18.030979 19.315929 18.29286
REC 18.29286 17.875425 19.315929 18.29286
REC 18.29286 17.875425 19.060162 18.29286
REC 18.29286 17.783373 19.060162 18.29286
REC 18.29286 17.783373 19.060162 18.29286
REC 18.29286 17.728596 19.060162 18.29286
REC 18.29286 17.728596 18.868336 18.29286
REC 18.29286 17.69589 18.868336 18.29286
REC 18.29286 17.69589 18.868336 18.29286
REC 18.29286 18.102985 18.724466 18.29286
REC 18.29286 18.102985 18.724466 18.29286
REC 18.518574 18.356358 18.672993 18.518574
REC 18.518574 18.356358 18.672993 18.518574
REC 18.518574 18.511814 18.672993 18.518574
REC 18.518574 18.511814 18.672993 18.518574
REC 18.518574 18.606359 18.634388 18.518574
REC 18.518574 18.606359 18.634388 18.518574
REC 18.518574 18.663551 18.634388 18.518574
REC 19.736589 18.663551 18.909939 19.736589
REC 19.736589 19.176109 18.909939 19.736589
REC 19.736589 19.176109 18.909939 19.736589
REC 19.736589 19.497385 19.116602 19.736589
REC 19.736589 19.497385 19.116602 19.736589
REC 19.736589 19.191393 19.116602 19.736589
REC 18.987137 19.191393 19.084236 18.987137
REC 18.987137 19.012365 19.084236 18.987137
REC 18.987137 19.012365 19.084236 18.987137
REC 18.987137 18.906544 19.084236 18.987137
REC 18.072248 18.906544 18.83124 18.072248
REC 18.072248 18.843615 18.83124 18.072248
REC 18.072248 18.843615 18.83124 18.072248
REC 18.987137 18.806057 18.870214 18.987137
REC 18.987137 18.806057 18.870214 18.987137
REC 18.987137 18.783594 18.870214 18.987137
REC 18.987137 18.783594 18.899445 18.987137
REC 18.987137 18.783594 18.899445 18.987137
REC 18.987137 18.770142 18.899445 18.987137
REC 18.987137 18.770142 18.899445 18.987137
REC 18.987137 18.762081 18.921368 18.987137
REC 18.987137 18.762081 18.921368 18.987137
REC 18.987137 18.29958 18.921368 18.987137
REC 18.987137 18.29958 18.921368 18.987137
REC 16.48345 18.477127 18.311888 16.48345
REC 16.48345 18.477127 18.311888 16.48345
REC 16.48345 18.585318 18.311888 16.48345
REC 16.48345 18.585318 18.311888 16.48345
REC 16.48345 18.198292 17.854778 16.48345
REC 16.48345 18.198292 17.854778 16.48345
REC 16.48345 17.973717 17.854778 16.48345
REC 16.48345 17.973717 17.854778 16.48345
REC 16.48345 17.427046 17.511946 16.48345
REC 16.48345 17.427046 17.511946 16.48345
REC 16.48345 17.114717 17.511946 16.48345
REC 16.48345 17.114717 17.511946 16.48345
REC 16.48345 17.323753 17.254822 16.48345
REC 16.48345 17.323753 17.254822 16.48345
REC 16.48345 17.451643 17.254822 16.48345
REC 16.48345 17.451643 17.254822 16.48345
REC 15.789524 17.128944 16.888496 15.789524
REC 15.789524 17.128944 16.888496 15.789524
REC 15.789524 16.94099 16.888496 15.789524
REC 15.789524 16.94099 16.888496 15.789524
REC 17.241173 17.216528 16.976665 17.241173
REC 17.241173 17.216528 16.976665 17.241173
REC 17.241173 17.386196 16.976665 17.241173
REC 17.241173 17.386196 17.042793 17.241173
REC 17.241173 17.091055 17.042793 17.241173
